-73.7194094,40.7621309,58-04 264 ST,11362,New York
-73.8505042,40.8479129,1642 TOMLINSON AVE,10461,New York
-73.7674484,40.7061161,189-18 104 AVE,11412,New York
-73.9500195,40.7868926,1513 LEXINGTON AVE,10029,New York
-73.8887571,40.6440102,10545 FLATLANDS 4 ST,11236,New York
-74.1030234,40.6333693,45 WALBROOKE AVE,10301,New York
-74.0072323,40.7415643,440 W  14 ST,10014,New York
-73.748166,40.7220089,90-21 213 ST,11428,New York
-74.0037049,40.6413194,4922 8 AVE,11220,New York
-73.8012502,40.7866439,161-05 CROSS ISLAND PARKWAY SR NORTH,11357,New York
-73.9931342,40.6263181,1518 59 ST,11219,New York
-73.8734566,40.7580295,32-22 95 ST,11369,New York
-74.1613397,40.5425812,458 WINCHESTER AVE,10312,New York
-73.8755814,40.7188051,64-04 79 ST,11379,New York
-73.9321883,40.6922111,997 LAFAYETTE AVE,11221,New York
-73.9822127,40.6703383,362 6 AVE,11215,New York
-73.9548182,40.577888,159 BRIGHTON 15 ST,11235,New York
-73.8155305,40.7841484,149-26 17 AVE,11357,New York
-73.8615731,40.7614513,31-31 BUELL ST,11369,New York
-73.9991721,40.7288651,214 THOMPSON ST,10012,New York
-73.9836632,40.5786747,2811 W  16 ST,11224,New York
-73.8003263,40.8162065,3288 GIEGERICH PL,10465,New York
-73.7580249,40.5948448,191 BCH 24 ST,11691,New York
-73.9332951,40.6267424,1863 TROY AVE,11234,New York
-73.9266033,40.8384635,156 W  168 ST,10452,New York
-73.9433564,40.6395907,629 E  35 ST,11203,New York
-73.7508629,40.7205356,90-20 HOLLIS CT BOULEVARD,11428,New York
-73.8963297,40.6746442,127 PENNSYLVANIA AVE,11207,New York
-74.0111366,40.6186433,1238 79 ST,11228,New York
-73.9161521,40.556834,12 ESSEX WALK,11697,New York
-74.0650492,40.5983926,96 MC CLEAN AVE,10305,New York
-74.0138632,40.6398085,548 58 ST,11220,New York
-74.1887764,40.5404246,459 LAMONT AVE,10312,New York
-74.137783,40.6068744,175 SHERADEN AVE,10314,New York
-73.9534692,40.5922434,2402 E  17 ST,11235,New York
-73.7868739,40.6881008,114-21 BEDELL ST,11434,New York
-73.7988983,40.704363,90-38 161 ST,11432,New York
-74.2209726,40.5410328,23 PEACHTREE LN,10309,New York
-74.1942725,40.53536,8 CARLTON CT,10312,New York
-73.9422969,40.6650415,679 MONTGOMERY ST,11213,New York
-73.8913458,40.6470839,10707 AVE J,11236,New York
-73.9309074,40.6456051,654 E  49 ST,11203,New York
-74.0969493,40.5904513,136 CROMWELL AVE,10304,New York
-73.9076103,40.8532883,2030 JEROME AVE,10453,New York
-73.8965065,40.7757871,45-10 19 AVE,11105,New York
-73.7568245,40.7509795,221-22 58 AVE,11364,New York
-73.9460842,40.6013552,2036 E  26 ST,11229,New York
-73.9483341,40.6232282,1136 E  28 ST,11210,New York
-73.9448188,40.7181921,438 GRAHAM AVE,11211,New York
-73.896066,40.7714547,20-26 HAZEN ST,11370,New York
-73.924399,40.6356542,5407 GLENWOOD RD,11234,New York
-73.9325394,40.7972069,444 E  119 ST,10035,New York
-73.9744132,40.6742144,879 UNION ST,11217,New York
-73.8681656,40.6750775,564 AUTUMN AVE,11208,New York
-73.9707983,40.6176276,1362 E  5 ST,11230,New York
-73.7935301,40.7553207,45-05 172 ST,11358,New York
-73.8166906,40.6849163,107-41 126 ST,11419,New York
-74.1274171,40.6249037,139 EGBERT AVE,10310,New York
-73.9108153,40.7633568,28-21 44 ST,11103,New York
-73.9227209,40.6738438,1377 ST MARKS AVE,11233,New York
-73.9995522,40.7189698,3 HOWARD ST,10013,New York
-73.9379416,40.648661,286 E  42 ST,11203,New York
-73.9126132,40.9015955,5225 SYCAMORE AVE,10471,New York
-73.9376327,40.6304953,1019 E  40 ST,11210,New York
-73.9779175,40.7636274,1379 AVE OF THE AMERICAS,10019,New York
-74.0347454,40.6339939,47 74 ST,11209,New York
-73.8910664,40.8261419,1113 HOE AVE,10459,New York
-74.0642549,40.6141852,63 MARYLAND AVE,10305,New York
-74.1703024,40.5555154,41 READING AVE,10312,New York
-73.8695265,40.7046472,78-20 79 LN,11385,New York
-73.846264,40.5803236,450 BCH 125 ST,11694,New York
-73.7777429,40.7859691,15-67 215 ST,11360,New York
-73.8158205,40.7964061,150-33 6 AVE,11357,New York
-73.8660159,40.7620357,29-05 HUMPHREYS ST,11369,New York
-74.094654,40.6055292,6 WILSON VIEW PL,10301,New York
-74.2368402,40.5154089,31 HALE ST,10307,New York
-74.1570333,40.624153,282 WILCOX ST,10303,New York
-73.900998,40.7423749,42-37 64 ST,11377,New York
-73.8676744,40.7434269,46-20 JUNCTION BLVD,11373,New York
-74.2481846,40.5022108,223 FINLAY ST,10307,New York
-73.9525544,40.741808,10-41 51 AVE,11101,New York
-74.2075825,40.5174917,283 WOODVALE AVE,10309,New York
-74.0274692,40.631858,7407 3 AVE,11209,New York
-73.9707244,40.6466316,461 CONEY ISLAND AVE,11218,New York
-73.9238192,40.6155339,1758 E  53 ST,11234,New York
-73.759043,40.6078765,13-62 EGGERT PL,11691,New York
-73.9681337,40.7647707,563 PARK AVE,10065,New York
-74.0884052,40.6069633,1874 CLOVE RD,10304,New York
-74.1352258,40.6355252,236 PORT RICHMOND AVE,10302,New York
-74.0014701,40.7182434,84 WALKER ST,10013,New York
-73.9546274,40.8042853,251 W  116 ST,10026,New York
-74.1557114,40.6186839,119 JULES DR,10314,New York
-73.9414584,40.7131734,52 BUSHWICK AVE,11211,New York
-73.8403746,40.7861635,13-08 128 ST,11356,New York
-73.8279542,40.6864858,103-17 115 ST,11419,New York
-73.8959042,40.7421954,42-18 69 ST,11377,New York
-73.9287614,40.7007255,163 TROUTMAN ST,11206,New York
-73.8535005,40.8692917,1152 ADEE AVE,10469,New York
-73.7732119,40.7696036,213-46 34 RD,11361,New York
-73.9629393,40.7988352,929 COLUMBUS AVE,10025,New York
-73.8843185,40.7490731,37-20 82 ST,11372,New York
-73.964415,40.5888617,578 AVE Y,11235,New York
-73.8973799,40.9073271,5934 POST RD,10471,New York
-73.7607668,40.7607025,45-26 220 PL,11361,New York
-73.9870773,40.6297333,5102 16 AVE,11219,New York
-73.9419292,40.6416004,630 E  37 ST,11203,New York
-73.7449606,40.7162747,212-61 JAMAICA AVE,11428,New York
-73.8004122,40.6688973,133-05 VAN WYCK EXPRESSWAY SR   E,11436,New York
-73.9797139,40.7461779,235 LEXINGTON AVE,10016,New York
-74.0978094,40.5862391,11 CLETUS ST,10305,New York
-73.8383085,40.884125,3641 PALMER AVE,10466,New York
-73.745893,40.7179481,93-46 213 ST,11428,New York
-74.1672279,40.5468462,2 BAYARD ST,10312,New York
-74.1517352,40.6129404,481-1 WILLOW RD  E,10314,New York
-73.9432982,40.6147232,1542 E  31 ST,11234,New York
-73.8274389,40.7685065,32-05 LEAVITT ST,11354,New York
-73.7306283,40.691584,117-07 231 ST,11411,New York
-73.8881021,40.8479195,713 E  180 ST,10457,New York
-73.8460269,40.5769899,126-10 ROCKAWAY BEACH BLVD,11694,New York
-73.9444011,40.8071492,58 W  125 ST,10027,New York
-73.9717228,40.790257,136 W  91 ST,10024,New York
-73.9140276,40.642079,553 E  85 ST,11236,New York
-73.8456702,40.7092872,98-21 74 AVE,11375,New York
-74.0161547,40.676209,227 CONOVER ST,11231,New York
-73.7986588,40.6858335,111-46 INWOOD ST,11435,New York
-73.9087508,40.8516769,1 E  TREMONT AVE,10453,New York
-73.7534575,40.7391776,219-45 75 AVE,11364,New York
-73.9073853,40.7781197,20-64 32 ST,11105,New York
-73.9631854,40.6203748,1189 E  12 ST,11230,New York
-73.7426483,40.7292674,89-11 220 ST,11427,New York
-73.7439362,40.6976073,116-09 NASHVILLE BLVD,11411,New York
-73.9522189,40.7788431,234 E  87 ST,10028,New York
-73.9015431,40.6347997,8821 AVE L,11236,New York
-74.1659076,40.542982,460 MOSELY AVE,10312,New York
-73.9382392,40.7146751,925 METROPOLITAN AVE,11211,New York
-73.9505463,40.67091,816 NOSTRAND AVE,11216,New York
-73.9236849,40.7678226,27-20 30 AVE,11102,New York
-73.8197805,40.8277993,705 HOLLYWOOD AVE,10465,New York
-73.9738689,40.6534671,62 REEVE PL,11218,New York
-73.7576365,40.6045703,11-16 MC BRIDE ST,11691,New York
-73.9963659,40.758713,555 10 AVE,10018,New York
-73.8496493,40.6810865,89-07 103 AVE,11416,New York
-73.9624856,40.6423419,353 E  17 ST,11226,New York
-73.7949646,40.765926,33-48 171 ST,11358,New York
-74.1907488,40.5899202,45 ALBERTA AVE,10314,New York
-73.9696047,40.5932995,2279 E  1 ST,11223,New York
-73.9355481,40.7987478,315 E  119 ST,10035,New York
-73.9818177,40.624976,1862 53 ST,11204,New York
-73.8433037,40.7197187,71-41 AUSTIN ST,11375,New York
-73.7958075,40.759407,41-16 171 ST,11358,New York
-73.858535,40.8343429,1963 BENEDICT AVE,10462,New York
-73.9545137,40.6412091,2554 BEDFORD AVE,11226,New York
-73.9528057,40.7302375,188 GREENPOINT AVE,11222,New York
-73.9727276,40.591184,105 STRYKER ST,11223,New York
-73.8580183,40.749636,41-15 108 ST,11368,New York
-74.0050275,40.7454708,456 W  20 ST,10011,New York
-74.0826877,40.5979667,1200 HYLAN BLVD,10305,New York
-74.1465973,40.6200453,51 JAFFE ST,10314,New York
-73.9213271,40.765406,30-41 32 ST,11102,New York
-73.9677627,40.6036617,1919 E  5 ST,11223,New York
-73.8112229,40.7071917,144-45 87 AVE,11435,New York
-73.9937981,40.6204831,1665 66 ST,11204,New York
-74.1991842,40.5517121,6 YUCCA DR,10312,New York
-73.7584336,40.6988948,194-56 MURDOCK AVE,11412,New York
-73.7312027,40.7093723,223-29 106 AVE,11429,New York
-73.7857461,40.6981024,108-25 MERRICK BLVD,11433,New York
-73.9658432,40.6059136,628 KINGS HWY,11223,New York
-73.9638066,40.5921466,625 CRAWFORD AVE,11223,New York
-73.7529483,40.715077,94-10 208 ST,11428,New York
