zipcode,white_percent,black_percent,asian_percent
12417,0.862306368,0.060240964,0.003442341
12418,0.979515829,0,0
12419,0.95567867,0.005540166,0.002770083
12420,0.961432507,0.008264463,0.011019284
12421,0.987234043,0.008510638,0.00212766
12422,0.985250737,0.002949853,0.002949853
12423,0.980856882,0.004557885,0.003646308
12424,0.972,0,0.012
12427,0.885416667,0.057291667,0.013888889
12428,0.723265677,0.121175401,0.021508634
12429,0.932384342,0.035587189,0.007117438
12430,0.862646566,0.010887772,0.008375209
12431,0.984793628,0.003620565,0.007965243
12432,0.975609756,0.006097561,0.006097561
12433,0.952380952,0.00621118,0.008281573
12434,0.970705726,0.015978695,0.002663116
12435,0.938650307,0.039877301,0
12436,0.959232614,0.014388489,0.009592326
12438,0.983050847,0.016949153,0
12439,0.980327869,0.003278689,0
12440,0.939393939,0.016161616,0.012626263
12441,0.929824561,0.01754386,0
12442,0.947534103,0.004197272,0.012591815
12443,0.94379085,0.015163399,0.019869281
12444,0.987927565,0,0.004024145
12446,0.92629915,0.022525193,0.009089113
12448,0.958762887,0.005154639,0.007731959
12449,0.904959905,0.025245025,0.021978022
12450,0.918032787,0.016393443,0
12451,0.955197133,0.008960573,0.005973716
12452,0.995305164,0,0
12453,0.964480874,0.016393443,0
12454,0.996632997,0,0.003367003
12455,0.926559356,0.007042254,0.024144869
12456,0.954616588,0.025039124,0.006259781
12457,0.923984273,0.005242464,0.015727392
12458,0.69740099,0.211324257,0.005569307
12459,0.956521739,0.00621118,0.01242236
12460,0.945848375,0.025270758,0
12461,0.954712362,0.008567931,0.015299878
12463,0.960242588,0.006738544,0.013477089
12464,0.928431373,0.011764706,0.015686275
12465,0.939849624,0.011278195,0.003759398
12466,0.908134359,0.03358964,0.016187778
12468,0.981660232,0.000965251,0.003861004
12469,0.976366322,0.010339734,0.001477105
12470,0.983208955,0.005597015,0.001865672
12471,0.879069767,0.03255814,0.004651163
12472,0.917938931,0.028625954,0.012086514
12473,0.970963995,0.004645761,0.008130081
12474,0.98020654,0.003442341,0.002581756
12475,0.974576271,0,0
12477,0.937563209,0.017512109,0.011444084
12480,0.929022082,0.015772871,0.011041009
12481,0.926253687,0.02359882,0.010324484
12482,0.916176471,0.035294118,0.019117647
12483,0.868725869,0.054054054,0
12484,0.94035858,0.013172338,0.016831321
12485,0.94566474,0.002312139,0.012716763
12486,0.962573867,0.009848982,0.006565988
12487,0.89749082,0.054467564,0.013157895
12489,0.547987616,0.370743034,0.006965944
12490,0.990909091,0,0
12491,0.950447761,0.016716418,0.009552239
12492,0.977859779,0,0
12493,0.848484848,0.072727273,0.01010101
12494,0.967277487,0.009162304,0.005235602
12495,0.950943396,0.00754717,0.026415094
12496,0.965728274,0.005507956,0.004895961
12498,0.915481344,0.020614306,0.019171305
12501,0.883597884,0.034188034,0.01994302
12502,0.956185567,0.007731959,0.016323024
12503,0.958709677,0.016774194,0.003870968
12504,0.863082437,0.053763441,0.03297491
12507,0.844311377,0.005988024,0.041916168
12508,0.669014085,0.202716298,0.027313883
12512,0.858267717,0.05511811,0
12513,0.970814132,0.015360983,0.006144393
12514,0.94758339,0.012253233,0.007828455
12515,0.879276953,0.058102001,0.021949645
12516,0.961265685,0.007092199,0.007092199
12517,0.946954813,0.017681729,0.003929273
12518,0.912947189,0.024190801,0.013798978
12520,0.943711804,0.010614345,0.016082342
12521,0.9513382,0.008515815,0.008515815
12522,0.896171694,0.028808971,0.009280742
12523,0.962736374,0.010567297,0.007786429
12524,0.784074881,0.097191948,0.074689063
12525,0.931440652,0.016611296,0.006946542
12526,0.958220293,0.00759631,0.007867607
12527,0.646258503,0.136054422,0
12528,0.872901679,0.055530576,0.023905875
12529,0.96956978,0.012941588,0.004197272
12530,0.967741935,0.008064516,0.008064516
12531,0.928075535,0.019716745,0.012218828
12533,0.873631801,0.039514759,0.04251788
12534,0.785358482,0.125762579,0.034644876
12538,0.875017149,0.055631774,0.027987378
12540,0.912330172,0.019482184,0.037298129
12542,0.893793337,0.042787079,0.009808896
12543,0.768077308,0.111962679,0.018327224
12545,0.91287004,0.024774302,0.01721604
12546,0.894044093,0.024679171,0.009871668
12547,0.898996887,0.042199931,0.00657212
12548,0.856760375,0.058232932,0.013386881
12549,0.887854132,0.050093128,0.011175375
12550,0.562767462,0.220508017,0.020148034
12553,0.744127997,0.11473934,0.036786971
12561,0.860061175,0.049923531,0.036705265
12563,0.865413162,0.047377536,0.020905492
12564,0.876533115,0.03093486,0.02384846
12565,0.926025555,0.018157364,0.006052455
12566,0.918255371,0.027341207,0.011810657
12567,0.936930624,0.008759636,0.007708479
12569,0.922552412,0.028495827,0.014553226
12570,0.912845824,0.027146383,0.034030394
12571,0.936075822,0.01532567,0.018047994
12572,0.927655377,0.026307136,0.01644196
12574,0.914893617,0.036474164,0.009118541
12575,0.880425155,0.038086802,0.012400354
12577,0.906850665,0.045342533,0.015278462
12578,0.955205309,0.014102032,0.014102032
12580,0.919354839,0.03407542,0.006587915
12581,0.930988424,0.022707035,0.00890472
12582,0.706509449,0.21935067,0.019706025
12583,0.915952672,0.015095879,0.028151775
12585,0.926553672,0.038418079,0.012429379
12586,0.838755981,0.075438596,0.016188198
12589,0.817622475,0.098386348,0.015788252
12590,0.816933508,0.065096006,0.049114011
12592,0.890982503,0.063930013,0.007402423
12594,0.836491228,0.067602339,0.016140351
12601,0.584566109,0.266279552,0.029033596
12603,0.781102546,0.102008876,0.054029432
12604,0.766211604,0.049488055,0.110921502
12701,0.62610385,0.226686683,0.018897916
12719,0.885666943,0.062137531,0.008285004
12720,0.918604651,0.005813953,0.023255814
12721,0.90840501,0.03289573,0.009355666
12722,0.943037975,0,0
12723,0.78094195,0.177984666,0.004381161
12724,0.910204082,0.004081633,0.020408163
12725,0.949458484,0.010830325,0.003610108
12726,0.946643718,0.01979346,0.007745267
12729,0.89167556,0.02828175,0.013874066
12732,0.94783715,0.017811705,0.005089059
12733,0.674965422,0.242738589,0.010373444
12734,0.839677047,0.029988466,0.01384083
12736,0.957627119,0,0.016949153
12737,0.940837696,0.013612565,0.010471204
12738,0.859375,0.04375,0.009375
12740,0.948038176,0.015376458,0.003711559
12741,0.943019943,0.022792023,0
12742,0.817679558,0.110497238,0.005524862
12743,0.94344473,0.010282776,0.010282776
12745,0.971910112,0,0.005617978
12746,0.931696905,0.01814301,0.019210245
12747,0.843640607,0.068261377,0.015752625
12748,0.937861272,0.014450867,0.013487476
12749,0.906666667,0.03,0.016666667
12750,0.973262032,0,0.005347594
12751,0.819734345,0.089184061,0.003795066
12752,0.983471074,0.008264463,0.004132231
12754,0.749619166,0.10857222,0.015648802
12758,0.916130628,0.02721425,0.013112321
12759,0.771376592,0.116434203,0.024863554
12760,0.952282158,0.020746888,0.008298755
12762,0.861328125,0.01953125,0.0078125
12763,0.899150743,0.032908705,0.013800425
12764,0.912874584,0.043285239,0.007769145
12765,0.961581921,0.011299435,0.007909605
12766,0.940503432,0.016018307,0.027459954
12767,0.992063492,0,0.007936508
12768,0.853227233,0.065428824,0.011494253
12769,0.90513834,0.071146245,0.003952569
12770,0.932432432,0.030405405,0.003378378
12771,0.859348081,0.055061677,0.013506995
12775,0.832825424,0.074880279,0.045711798
12776,0.942201835,0.012844037,0.011009174
12777,0.913612565,0.036649215,0.009162304
12778,0.925750395,0.028436019,0.015797788
12779,0.594715447,0.156910569,0.008536585
12780,0.921712803,0.027681661,0.007352941
12781,0.918566775,0.009771987,0.026058632
12783,0.845323741,0.077338129,0.007793765
12784,0.776595745,0.042553191,0.063829787
12785,0.905273438,0.03125,0.009765625
12786,0.893233083,0.019548872,0.009022556
12787,0.867256637,0.053097345,0.011061947
12788,0.727303989,0.187070151,0.018225585
12789,0.760065288,0.114798694,0.013057671
12790,0.911686587,0.036520584,0.010845507
12791,0.963364993,0.012211669,0.010854817
12792,0.919402985,0,0.017910448
12801,0.946692051,0.017678656,0.006459509
12803,0.977137571,0.006607638,0.004228889
12804,0.966993218,0.007799548,0.009269028
12808,0.986928105,0,0.003267974
12809,0.97845805,0.003401361,0.005668934
12810,0.961722488,0.001594896,0.004784689
12811,0.976377953,0,0.007874016
12812,0.986666667,0,0
12814,0.975857687,0.00317662,0.003811944
12815,0.967853042,0.005740528,0.001148106
12816,0.970715835,0.008893709,0.005206074
12817,0.978452067,0.004837291,0.002198769
12819,0.960297767,0.009925558,0
12821,0.381090909,0.545090909,0.005090909
12822,0.965806452,0.004516129,0.004677419
12823,0.983193277,0,0
12824,0.978747204,0,0.004474273
12827,0.975238587,0.002579314,0.002579314
12828,0.975867909,0.00592718,0.002011008
12831,0.945796968,0.024460266,0.009244373
12832,0.978609626,0.004784689,0.003799606
12833,0.968870711,0.006589411,0.002726653
12834,0.970579315,0.007582651,0.004852897
12835,0.968497887,0.011525163,0.001152516
12836,0.994773519,0,0
12837,0.978996499,0.001166861,0.008168028
12838,0.995065789,0,0
12839,0.9661466,0.009199293,0.004930821
12841,0.987012987,0,0
12842,0.976843911,0.006861063,0.003430532
12843,0.976666667,0.003333333,0
12844,0.969849246,0,0.010050251
12845,0.962825279,0.013630731,0.005782734
12846,0.97392359,0.00151607,0.006973924
12847,0.961983471,0.019834711,0.004958678
12849,0.981818182,0,0.015584416
12850,0.968606702,0.006349206,0.003174603
12851,0.964480874,0,0.005464481
12852,0.986238532,0,0.004587156
12853,0.978531073,0.003954802,0.004519774
12855,0.988416988,0,0.003861004
12856,1,0,0
12857,0.965863454,0.002008032,0.012048193
12858,1,0,0
12859,0.978378378,0.006306306,0.001801802
12860,0.971925134,0.001336898,0.009358289
12861,0.991789819,0,0
12862,1,0,0
12863,0.984990619,0.001876173,0
12864,0.972222222,0,0
12865,0.966420966,0.013104013,0.002184002
12866,0.933658404,0.022538264,0.015793038
12870,0.96156395,0.003313453,0.004638834
12871,0.965230167,0.008080313,0.004652302
12872,0.967741935,0,0
12873,0.961956522,0.008152174,0.001358696
12874,0.978873239,0,0
12878,0.9527121,0.006954103,0.005563282
12883,0.971144279,0.00358209,0.009353234
12884,0.946502058,0,0
12885,0.976097349,0.002824859,0.005432421
12886,0.985130112,0.007434944,0
12887,0.965406275,0.004022526,0.004424779
12901,0.91943539,0.028708992,0.019049613
12903,0.940838127,0.01232539,0.026294166
12910,0.864990689,0.11452514,0.001396648
12911,1,0,0
12912,0.981981982,0.002502503,0
12913,0.973206569,0,0
12914,0.813218391,0.005747126,0.00862069
12916,0.981264637,0.000936768,0.001405152
12917,0.970064148,0.004989309,0.003563792
12918,0.984880302,0.000839983,0.002099958
12919,0.971682581,0.000987817,0.00856108
12920,0.935608726,0.044334975,0.001759324
12921,0.976763485,0.008298755,0.004979253
12922,0.984615385,0,0
12923,0.958860759,0.003164557,0.003164557
12924,0.993670886,0.006329114,0
12926,0.970561594,0.001811594,0.002717391
12927,0.995535714,0,0
12928,0.977317554,0.00147929,0.00887574
12929,0.522092433,0.418740477,0.00507872
12930,0.974763407,0.001577287,0.004731861
12932,0.971682848,0.003236246,0.004045307
12933,1,0,0
12934,0.986964618,0.001862197,0.004655493
12935,0.935354691,0.041762014,0.001144165
12936,0.986644407,0,0.003338898
12937,0.840966921,0.005725191,0.000636132
12939,0.956097561,0.004878049,0.014634146
12941,0.978991597,0.006302521,0.00070028
12942,0.982972136,0.003095975,0.00619195
12943,0.967320261,0,0.008714597
12944,0.975735294,0.004411765,0.004656863
12945,0.965517241,0.004702194,0.003134796
12946,0.963219228,0.006190823,0.015294975
12950,0.950484392,0.033369214,0.002152853
12952,0.963369963,0.010989011,0.003663004
12953,0.787825208,0.170434453,0.005683253
12955,0.965879265,0,0.005249344
12956,0.930103257,0.048451152,0.002382844
12957,0.957126304,0.002317497,0.009269988
12958,0.98600311,0.00155521,0.003628823
12959,0.971512053,0.003652301,0.002191381
12960,0.974738676,0.004355401,0.005226481
12961,0.994444444,0,0
12962,0.976359338,0.007092199,0.00436443
12964,0.99378882,0.00621118,0
12965,0.974806202,0.007751938,0
12966,0.972898799,0.004459691,0.001372213
12967,0.977105478,0.003270646,0.000817661
12969,0.964539007,0.002364066,0.004728132
12970,0.942886812,0.026998962,0.009345794
12972,0.962602137,0.016184789,0.006128221
12973,1,0,0
12974,0.977485929,0.002501563,0.003126954
12975,0.98490566,0,0.011320755
12976,0.988461538,0,0
12977,0.33086138,0.475185396,0.011979464
12978,0.957816377,0.012406948,0
12979,0.962239583,0.008246528,0.013888889
12980,0.975460123,0.002300613,0.000766871
12981,0.96981802,0.001331558,0.003550821
12983,0.957832933,0.012143048,0.007072325
12985,0.979477612,0.005597015,0.000932836
12986,0.958496732,0.024509804,0.002777778
12987,0.940298507,0.009950249,0.004975124
12989,0.978217822,0,0
12992,0.975303474,0.006278778,0.004395144
12993,0.975970425,0.004929144,0.005545287
12996,0.975551294,0.004314477,0.002396932
12997,0.98062954,0.004035513,0.007263923
12998,0.963878327,0.019011407,0.001901141
13020,0.92,0.006666667,0.006666667
13021,0.926061864,0.034779527,0.005771275
13024,0.290825159,0.61050202,0.003462204
13026,0.946185998,0.013061651,0.010449321
13027,0.955052628,0.012011253,0.010494042
13028,0.977037037,0.002962963,0.001481481
13029,0.961316641,0.009002673,0.007033338
13030,0.965570401,0.007451182,0.006166495
13031,0.948620667,0.016654877,0.013825477
13032,0.965519937,0.00797498,0.003674746
13033,0.976096738,0.003374578,0.000843645
13034,0.983911513,0.003016591,0.003016591
13035,0.968202391,0.009051874,0.006266682
13036,0.97281106,0.002880184,0.004262673
13037,0.967404743,0.007867821,0.00393391
13039,0.949421224,0.019387581,0.012088727
13040,0.970630892,0.005076142,0.002900653
13041,0.882297992,0.053619804,0.030453059
13042,0.974957555,0.002122241,0.005517827
13044,0.982484076,0.001194268,0.002786624
13045,0.937068278,0.022349894,0.010826249
13051,0.928104575,0.013071895,0.013071895
13052,0.983918999,0.00238237,0.00238237
13053,0.91884347,0.039082752,0.009172483
13054,0.975979772,0,0.005689001
13057,0.93689968,0.01994397,0.015741729
13060,0.963649323,0.001781896,0.003207413
13061,0.983653846,0.000961538,0
13062,0.924855491,0.01734104,0.023121387
13063,0.968914647,0.003161222,0.003161222
13064,1,0,0
13066,0.920742534,0.017594835,0.040355125
13068,0.939083458,0.018442623,0.005961252
13069,0.963459147,0.007059484,0.003730296
13071,0.972629521,0.007820137,0.003910068
13072,0.891362422,0.088156723,0.008014248
13073,0.962634283,0.009030048,0.007161762
13074,0.97459893,0.004456328,0.001782531
13076,0.97868784,0.002089427,0.002925198
13077,0.966889384,0.004899777,0.007720861
13078,0.868943848,0.041556862,0.058686398
13080,0.974662627,0.0044065,0.005508124
13081,0.946107784,0.002566296,0.003421728
13082,0.976390885,0.00431123,0.00246356
13083,0.978993919,0.00331675,0.003869541
13084,0.934452257,0.006577455,0.007257882
13087,0.988095238,0.005952381,0
13088,0.895152555,0.040305109,0.033805741
13090,0.892643739,0.047337671,0.025760191
13092,0.961627015,0.005755948,0.008825787
13101,0.970095694,0.005980861,0.001594896
13102,0.964705882,0.011764706,0.011764706
13103,0.95398773,0.006134969,0
13104,0.911479412,0.015160275,0.054024539
13108,0.976356275,0.00340081,0.006153846
13110,0.97647562,0.002994012,0.003849444
13111,0.967058824,0.004705882,0.002941176
13112,0.976685251,0.005068424,0.001013685
13113,0.954703833,0,0
13114,0.972624292,0.004090623,0.002359975
13115,0.977678571,0,0
13116,0.953717096,0.007231704,0.019670234
13117,0.984042553,0,0.005319149
13118,0.882168599,0.092290818,0.002663742
13120,0.654209622,0.063573883,0.004725086
13122,0.977853492,0.004258944,0.002555366
13123,0.977707006,0,0.006369427
13124,1,0,0
13126,0.947963983,0.014863594,0.011826367
13131,0.969961489,0.006418485,0.003594352
13132,0.969839774,0.005890669,0.004241282
13134,0.899159664,0.067226891,0
13135,0.961462899,0.004533777,0.006045036
13136,0.979400749,0.001872659,0
13138,0.950819672,0,0
13140,0.971256684,0.006907308,0.000668449
13141,0.988255034,0.001677852,0.003355705
13142,0.978607968,0.003720353,0.002325221
13143,0.89627567,0.057779325,0.008005569
13144,0.959503592,0.011103854,0.002612671
13145,0.973520249,0.003115265,0.00623053
13146,0.959476054,0.011051985,0.00286533
13147,0.928181109,0.006245121,0.00234192
13148,0.953209302,0.010883721,0.014139535
13152,0.981110691,0.001637073,0.006044579
13153,0.962406015,0.010025063,0.007518797
13155,0.974358974,0.004524887,0.004524887
13156,0.98,0.0025,0.002
13157,0.985611511,0.008633094,0.002877698
13158,0.967115903,0.004312668,0.004312668
13159,0.961612654,0.010416667,0.010030864
13160,0.950666009,0.009866798,0.007893439
13162,0.971428571,0.01038961,0.002597403
13163,0.955752212,0.01179941,0
13164,0.958083832,0.011548332,0.006843456
13165,0.966855972,0.010241132,0.003537846
13166,0.972905526,0.003565062,0.004278075
13167,0.978456014,0.003590664,0.002393776
13202,0.300294226,0.563258551,0.056086797
13203,0.610643209,0.213363279,0.082101192
13204,0.569464653,0.26406101,0.00566956
13205,0.350554659,0.555179418,0.025467424
13206,0.775223499,0.135984918,0.017636684
13207,0.505001079,0.394113838,0.006476218
13208,0.6381815,0.167104227,0.106283364
13209,0.940647889,0.013592086,0.006871555
13210,0.629174817,0.201767732,0.106172571
13211,0.89688507,0.046033451,0.007979132
13212,0.932010218,0.024562782,0.01218314
13214,0.804617309,0.117820994,0.036392585
13215,0.927976386,0.033847163,0.013184651
13219,0.948773026,0.018160516,0.009763718
13224,0.518389383,0.382746598,0.030030368
13290,#DIV/0!,#DIV/0!,#DIV/0!
13301,0.979591837,0,0.010204082
13302,0.955279503,0.004968944,0.001863354
13303,0.980052038,0.003469211,0.00954033
13304,0.97327791,0.005344418,0.010688836
13305,0.979522184,0.006825939,0.006825939
13308,0.976275862,0.004137931,0.003586207
13309,0.987264391,0.001867889,0.002207506
13310,0.980769231,0.009615385,0.001602564
13312,1,0,0
13313,0.965779468,0.007604563,0.005703422
13314,0.968397291,0.004514673,0.006772009
13315,0.972515856,0.00845666,0.001409443
13316,0.980804954,0.007275542,0.002012384
13317,0.957716702,0.015856237,0.004756871
13318,0.968301887,0.009811321,0.008301887
13319,0.962001854,0.012974977,0.00463392
13320,0.977205154,0.005946482,0.002477701
13321,0.952335558,0.004766444,0.003813155
13322,0.982342007,0.007434944,0.00464684
13323,0.941269981,0.013600636,0.025434955
13324,0.983248022,0.000930665,0.005583993
13325,0.982678984,0,0.001154734
13326,0.962057184,0.004855242,0.019241144
13327,0.980058366,0.005836576,0.002918288
13328,0.98026835,0.003157064,0.007103394
13329,0.971715094,0.005399846,0.00514271
13331,0.994708995,0,0
13332,0.977642276,0.007723577,0.001626016
13333,0.903225806,0.016129032,0.016129032
13334,0.971615721,0.008733624,0.00363901
13335,0.975471698,0.005660377,0.003144654
13337,0.955696203,0.008860759,0.008860759
13338,0.976782753,0.002487562,0.002487562
13339,0.974643423,0.003313644,0.004610287
13340,0.971115174,0.007190737,0.004753199
13341,0.950980392,0,0.009803922
13342,0.96969697,0.018181818,0
13343,0.984921592,0.002412545,0.005428227
13345,0.971751412,0.005649718,0
13346,0.900965108,0.032665182,0.037416481
13348,0.96596324,0.002042206,0.008168822
13350,0.931536709,0.035271971,0.009412464
13352,0.892307692,0,0.015384615
13353,0.988372093,0,0
13354,0.977259126,0.004189108,0.003291442
13355,0.963535912,0.008839779,0.001104972
13357,0.960526316,0.012256669,0.005407354
13360,0.987987988,0,0.003003003
13361,0.979368932,0.014563107,0.003640777
13362,1,0,0
13363,0.981857451,0.006047516,0.001295896
13364,0.991769547,0.004115226,0.004115226
13365,0.974511565,0.005165057,0.00494049
13367,0.971460929,0.010645527,0.002718007
13368,0.982110912,0.008944544,0.001788909
13402,0.983050847,0.005215124,0.001955671
13403,0.749321758,0.207948996,0.006239826
13404,0.995762712,0,0
13406,0.979310345,0.002758621,0.002758621
13407,0.973409133,0.006968641,0.003484321
13408,0.826168224,0.12546729,0.010747664
13409,0.966301601,0.00463353,0.00336984
13410,0.958506224,0,0.004149378
13411,0.969056373,0.004595588,0.004595588
13413,0.932816858,0.012953207,0.036628447
13415,0.948051948,0,0
13416,0.98106561,0.004843681,0.002201673
13417,0.956732224,0.013615734,0.015128593
13418,0.964705882,0.003921569,0
13420,0.973933649,0.005529226,0.002369668
13421,0.943858407,0.010336283,0.007292035
13424,0.920366972,0.059082569,0.003302752
13425,0.979695431,0.003045685,0.004060914
13428,0.978593272,0.003669725,0.006727829
13431,0.985500242,0.002899952,0
13433,0.976923077,0.012087912,0
13435,0.986013986,0,0.013986014
13436,1,0,0
13437,0.989130435,0,0
13438,0.985220375,0.002375297,0.002639219
13439,0.972658228,0.00278481,0.005316456
13440,0.895105383,0.057204671,0.010328944
13441,0.784313725,0.176470588,0.039215686
13450,0.990384615,0,0
13452,0.979909268,0.005616764,0.001728235
13454,0.97094431,0.002421308,0.003631961
13456,0.983189241,0.004322767,0.002401537
13459,0.960846085,0.0090009,0.004950495
13460,0.975389478,0.003838338,0.003386769
13461,0.979240999,0.002919235,0.009082063
13464,0.975609756,0.003364172,0.002523129
13468,0.982261641,0,0
13469,0.978748524,0.002361275,0.005903188
13470,0.984827586,0,0
13471,0.971751412,0.009887006,0.005084746
13472,0.974193548,0.006451613,0.003225806
13473,0.984334204,0.003916449,0.001305483
13475,1,0,0
13476,0.965369393,0.008245383,0.006266491
13477,0.971763085,0.010330579,0.000688705
13478,0.958806357,0.007784625,0.00551411
13480,0.973669309,0.004246886,0.002265006
13483,0.96484375,0,0.0078125
13484,0.943181818,0.022727273,0
13485,0.973498233,0.001766784,0.005300353
13486,0.986503067,0.006134969,0.003680982
13488,1,0,0
13489,0.990881459,0,0
13490,0.965466569,0.010286554,0.005143277
13491,0.978577314,0.001647899,0.005767646
13492,0.969558468,0.009830976,0.008106244
13493,0.966666667,0.003864734,0.000483092
13494,0.98089172,0,0
13495,0.95755597,0.014925373,0.005130597
13501,0.6551912,0.160561407,0.102423079
13502,0.808190757,0.103346664,0.024085155
13601,0.874757587,0.057078463,0.017113056
13602,0.732800825,0.138881732,0.032465859
13603,0.718135246,0.128483607,0.025204918
13605,0.974042286,0.003768055,0.003768055
13606,0.967599411,0.010677467,0.002945508
13607,0.970911087,0.008781559,0.003293085
13608,0.970913322,0.007562536,0.000581734
13612,0.915147265,0.035413745,0.015077139
13613,0.955245781,0.001100514,0.002201027
13614,0.971988796,0,0.005602241
13615,0.977970102,0.003147128,0.006294256
13616,0.8,0.099468085,0.016489362
13617,0.921320471,0.036551907,0.012655987
13618,0.97019287,0.004675628,0.000584454
13619,0.923860196,0.026419595,0.013301532
13620,0.973600364,0.009103323,0.001820665
13621,0.986153846,0,0.001538462
13622,0.966282895,0.006167763,0.004111842
13623,1,0,0
13624,0.868425875,0.0947407,0.002565512
13625,0.981263383,0.00267666,0.006423983
13626,0.975738862,0.004411116,0.004852228
13628,0.922727273,0.018181818,0.013636364
13630,0.981639344,0.003934426,0.000655738
13633,0.991304348,0.002898551,0
13634,0.966365462,0.006526104,0.005773092
13635,0.984432234,0.002747253,0.001831502
13636,0.971631206,0.007092199,0.017730496
13637,0.797149855,0.09574705,0.020485415
13638,0.865079365,0.047619048,0.018518519
13639,0.917695473,0.020576132,0.028806584
13640,0.977859779,0.007380074,0
13641,0.945054945,0.010989011,0.010989011
13642,0.897501983,0.06740682,0.004361618
13643,0.947368421,0,0
13646,0.969244686,0.003618272,0.004070556
13647,0.956521739,0,0
13648,0.975247525,0.002062706,0.003712871
13650,0.956146657,0.002156722,0.003594536
13651,0.929133858,0.023622047,0
13652,0.971900826,0.001101928,0.004407713
13654,0.984965461,0.005282406,0.000406339
13655,0.043849658,0.001138952,0.000284738
13656,0.957008039,0.00943726,0.004543866
13658,0.972422571,0.001697073,0.000848536
13659,0.971332209,0.003372681,0.005059022
13660,0.972501322,0.005817028,0.003172924
13661,0.976306197,0.004252734,0.003037667
13662,0.938608129,0.005065734,0.008503196
13664,0.98245614,0.007518797,0.002506266
13665,0.959183673,0.006802721,0.002267574
13666,0.962406015,0,0
13667,0.967305879,0.004715498,0.001886199
13668,0.969660559,0.002403124,0.00600781
13669,0.912837345,0.04996353,0.006990032
13670,0.96744186,0,0.004651163
13672,0.986710963,0.00166113,0.00166113
13673,0.892396621,0.04090707,0.010226767
13674,1,0,0
13675,0.96875,0.0125,0
13676,0.924906885,0.016941007,0.031479034
13677,0.849462366,0.010752688,0
13678,0.91943128,0.028436019,0.014218009
13679,0.982730707,0.002158662,0.001079331
13680,0.964630225,0.013665595,0.002411576
13681,0.978818283,0.002229654,0.001114827
13682,0.969213227,0.001140251,0.011402509
13684,0.974358974,0.00265252,0.004420866
13685,0.954665493,0.016285211,0.004401408
13687,0.991649269,0.002087683,0.002087683
13690,0.96572104,0.002364066,0.007092199
13691,0.944899244,0.014168766,0.003778338
13692,1,0,0
13693,0.972166998,0.001988072,0.001988072
13694,0.97876576,0.00331785,0.00066357
13695,0.992537313,0,0
13696,0.954022989,0.011494253,0.022988506
13697,0.96975011,0,0.001753617
13730,0.975757576,0.002495544,0.003565062
13731,0.963855422,0.007745267,0.011187608
13732,0.96614743,0.006010058,0.01361462
13733,0.974309816,0.002875767,0.003259202
13734,0.989068649,0.003060778,0.001749016
13736,0.977758768,0.005988024,0.003421728
13739,0.963273872,0.00524659,0.014690451
13740,0.953068592,0.009025271,0.019855596
13743,0.963215975,0.012611666,0.001313715
13744,0.956904134,0.004397537,0.01407212
13746,0.959432848,0.006695549,0.002756991
13748,0.965263158,0.010263158,0.003157895
13750,0.982600733,0.004578755,0.001831502
13751,1,0,0
13752,0.979539642,0.002557545,0
13753,0.899623803,0.047024624,0.015902873
13754,0.975528701,0.009063444,0.00060423
13755,0.978827362,0.004071661,0.004071661
13756,0.982055465,0.006525285,0.004893964
13757,0.974162679,0.00861244,0.002870813
13760,0.918873125,0.034158684,0.018502621
13774,0.980099502,0.014925373,0
13775,0.965665236,0.005518087,0.003065604
13776,0.980506823,0.007797271,0.001949318
13777,0.975240715,0.004126547,0
13778,0.974949563,0.005211836,0.004371217
13780,0.976076555,0.001913876,0.001913876
13782,0.982781457,0.002649007,0
13783,0.932958801,0.03071161,0.006741573
13784,0.976744186,0.005813953,0
13786,0.954741379,0.025862069,0.004310345
13787,0.976302012,0.005235602,0.003582254
13788,0.966700303,0.013118063,0.004036327
13790,0.853643216,0.05370603,0.046482412
13794,0.99047619,0,0
13795,0.955789474,0.01,0.008684211
13796,0.965210356,0.002427184,0.007281553
13797,0.979555556,0.005333333,0.002222222
13801,0.956366237,0.007153076,0.010014306
13802,0.965181058,0.005571031,0.005571031
13803,0.975597484,0.004025157,0.00327044
13804,0.979539642,0.007672634,0.00511509
13806,0.975609756,0,0.014634146
13807,0.959132611,0.007506255,0.012510425
13808,0.970073405,0.004517222,0.001129305
13809,0.983520105,0.00461437,0.003295979
13810,0.984334204,0.003481288,0
13811,0.977032614,0.001837391,0.005282499
13812,0.988926746,0.004258944,0.000425894
13813,0.961105425,0.006141249,0.001023541
13815,0.956068291,0.013429531,0.005428959
13820,0.907682031,0.037363616,0.019060343
13825,0.959035445,0.008425334,0.006101104
13826,1,0,0
13827,0.961391275,0.010375032,0.008419083
13830,0.970844903,0.00595002,0.00297501
13832,0.98448519,0.002820874,0
13833,0.966862515,0.003055229,0.003290247
13834,0.974576271,0.008474576,0
13835,0.986101919,0.000661813,0.00198544
13838,0.963030166,0.008618734,0.009299161
13839,0.969395018,0.012811388,0.002135231
13841,0.982986767,0.005671078,0
13842,0.810071942,0.139568345,0
13843,0.973516949,0.003707627,0.002118644
13844,0.976519337,0,0.002762431
13845,0.963855422,0.012048193,0
13846,0.924590164,0.006557377,0.029508197
13847,0.970149254,0,0
13849,0.974730828,0.007690617,0.002417051
13850,0.877840393,0.020405381,0.080530813
13856,0.970436628,0.007125531,0.006519102
