incident_address,count
1231 SHERIDAN AVENUE,13
2101 ALBEMARLE ROAD,13
357 AVENUE P,13
41-08 PARSONS BOULEVARD,13
132-01 131 AVENUE,13
1305 HERKIMER STREET,13
2734 CLAFLIN AVENUE,13
2917 FULTON STREET,13
355 ROGERS AVENUE,13
2597 JEROME AVENUE,13
807 EAST  170 STREET,13
920 AVENUE ST JOHN,13
87 ST NICHOLAS PLACE,13
300 WADSWORTH AVENUE,13
3940 CARPENTER AVENUE,13
185 KOSCIUSZKO STREET,13
268 CABRINI BOULEVARD,13
517 WEST 161 STREET,13
808 PROSPECT PLACE,13
579 FT WASHINGTON AVENUE,13
1323 INWOOD AVENUE,13
73 ST PAULS PLACE,13
470 OCEAN AVENUE,13
231 WEST  230 STREET,13
927 COLUMBUS AVENUE,13
286 KOSCIUSZKO STREET,13
266 WASHINGTON AVENUE,13
1415 BRYANT AVENUE,13
60-90 71 AVENUE,13
1932 BERGEN STREET,13
1690 CLAY AVENUE,13
665 LENOX AVENUE,13
1229 FRANKLIN AVENUE,13
63-12 110 STREET,13
70 DAHILL ROAD,13
279 EAST   94 STREET,13
166 ROCKAWAY PARKWAY,13
859 9 AVENUE,13
5416 4 AVENUE,13
340 EAST  184 STREET,13
16 WEST  101 STREET,13
722 HENRY STREET,13
211 WEST  149 STREET,13
335 EAST  115 STREET,13
502 WEST  135 STREET,13
1122 FOX STREET,13
1035 ANDERSON AVENUE,13
1290 1 AVENUE,13
1160 CROMWELL AVENUE,13
685 EAST  183 STREET,13
509 WEST  140 STREET,13
1854 MONROE AVENUE,13
700 AMSTERDAM AVENUE,13
554 WILLOUGHBY AVENUE,13
88-15 168 STREET,13
234 EAST GUN HILL ROAD,13
255 EAST   10 STREET,13
3102 VILLA AVENUE,13
35-30 153 STREET,13
445 EAST    9 STREET,12
9 ADRIAN AVENUE,12
2819 FREDERICK DOUGLASS BOULEVARD,12
639 BAY STREET,12
643 CAULDWELL AVENUE,12
718 BROADWAY,12
501 WEST   51 STREET,12
201 EAST MOSHOLU PARKWAY NORTH,12
623 HALSEY STREET,12
3100 OCEAN PARKWAY,12
3075 HEATH AVENUE,12
180 LENOX ROAD,12
533 BUSHWICK AVENUE,12
2291 DR M L KING JR BOULEVARD,12
306 EAST  171 STREET,12
371 EASTERN PARKWAY,12
1042 UNION STREET,12
118 FT WASHINGTON AVENUE,12
1661 ST JOHNS PLACE,12
97-22 57 AVENUE,12
2791 GRAND CONCOURSE,12
1774 EASTBURN AVENUE,12
3011 PAULDING AVENUE,12
800 PARK PLACE,12
207 WEST  107 STREET,12
735 LINCOLN AVENUE,12
2683 MORRIS AVENUE,12
62-01 84 STREET,12
564 HUDSON STREET,12
1074 EASTERN PARKWAY,12
2020 AVENUE O,12
1325 EASTERN PARKWAY,12
891 DRIGGS AVENUE,12
1990 ELLIS AVENUE,12
2006 CROSS BRONX SERVICE ROAD SOUTH,12
530 ISHAM STREET,12
3115 BRIGHTON    4 STREET,12
298 EAST    3 STREET,12
20 BOGARDUS PLACE,12
716 EAST  215 STREET,12
533 WEST  145 STREET,12
1475 SHERIDAN AVENUE,12
1870 MORRIS AVENUE,12
42-09 47 AVENUE,12
1944 UNIONPORT ROAD,12
196 KINGSLAND AVENUE,12
976 SUTTER AVENUE,12
550 WEST  184 STREET,12
15 ESSEX STREET,12
1450 EAST GUN HILL ROAD,12
4305 FURMAN AVENUE,12
2321 HUGHES AVENUE,12
2125 CRUGER AVENUE,12
273 FT WASHINGTON AVENUE,12
11 WEST  172 STREET,12
1237 COLLEGE AVENUE,12
93 SCRIBNER AVENUE,12
1606 AMSTERDAM AVENUE,12
3045 GRAND CONCOURSE,12
1471 TAYLOR AVENUE,12
2009 CRUGER AVENUE,12
451 CLINTON AVENUE,12
138 WEIRFIELD STREET,12
131-11 KEW GARDENS ROAD,12
226 EAST 34 STREET,12
175 WYCKOFF AVENUE,12
2100 2 AVENUE,12
305 EAST   12 STREET,12
920 MADISON STREET,12
148-15 90 AVENUE,12
1590 MADISON AVENUE,12
3028 WEST   29 STREET,12
183-11 HILLSIDE AVENUE,12
335 18 STREET,12
1105 MORRISON AVENUE,12
1204 SHAKESPEARE AVENUE,12
117-55 140 STREET,12
63 MALCOLM X BOULEVARD,12
146-42 LAKEWOOD AVENUE,12
3224 BRONX BOULEVARD,12
820 THERIOT AVENUE,12
1347 OCEAN AVENUE,12
180 LINDEN BOULEVARD,12
2364 WASHINGTON AVENUE,12
187-05 NASHVILLE BOULEVARD,12
294 5 AVENUE,12
2415 NEWKIRK AVENUE,12
68 GARDEN STREET,12
1246 TROY AVENUE,12
5400 FIELDSTON ROAD,12
113-07 101 AVENUE,12
340 CLIFTON PLACE,12
946 BRONX PARK SOUTH,12
250 HAWTHORNE STREET,12
580 BRISTOL STREET,12
583 WEST  177 STREET,12
232-01 HILLSIDE AVENUE,12
78 HIGHLAND PLACE,12
3030 BRIGHTON   12 STREET,12
124 WEST  137 STREET,12
2084 CRESTON AVENUE,12
1995 DAVIDSON AVENUE,12
79 SUNNYSIDE AVENUE,12
34-25 150 PLACE,12
406 WEST  129 STREET,12
530 ST PAULS PLACE,12
1164 CROMWELL AVENUE,12
215 WEST   14 STREET,12
3841 18 AVENUE,12
28-02 23 AVENUE,12
1626 2 AVENUE,12
3345 DECATUR AVENUE,12
506 BROOK AVENUE,12
112-05 103 AVENUE,12
1845 HOBART AVENUE,12
1950 DALY AVENUE,12
3576 DEKALB AVENUE,12
1139 52 STREET,12
2567 BEDFORD AVENUE,12
408 WEST  130 STREET,12
1504 SHERIDAN AVENUE,12
655 WARWICK STREET,12
1103 GATES AVENUE,12
2070 7 AVENUE,12
2040 BRUCKNER BOULEVARD,12
307 ELTON STREET,12
87-40 165 STREET,12
1374 BOSTON ROAD,12
2840 SHORE PARKWAY,12
110 EAST 177 STREET,12
291 EAST  162 STREET,12
513 ROCKAWAY PARKWAY,12
2401 NEWKIRK AVENUE,12
336 EAST  166 STREET,12
3322 DECATUR AVENUE,12
645 EAST  228 STREET,12
3975 CARPENTER AVENUE,12
2087 CRESTON AVENUE,12
761 EAST  214 STREET,12
1365 WEST    7 STREET,12
844 EAST   34 STREET,12
1652 DR M L KING JR BOULEVARD,12
607 LENOX AVENUE,12
936 HOME STREET,12
1092 CLOSE AVENUE,12
2992 NOSTRAND AVENUE,12
288 ASHFORD STREET,12
350 LEFFERTS AVENUE,11
1512 WASHINGTON AVENUE,11
193 STANTON STREET,11
148-28 88 AVENUE,11
6653 BROADWAY,11
282 SOUTH    2 STREET,11
383 LEWIS AVENUE,11
3115 SEDGWICK AVENUE,11
834 PENFIELD STREET,11
1815 GRAND CONCOURSE,11
925 EAST   14 STREET,11
11-70 NAMEOKE STREET,11
135 WEST KINGSBRIDGE ROAD,11
139 SOUTH    4 STREET,11
944 1 AVENUE,11
452 EAST  187 STREET,11
601 EAST  178 STREET,11
3817 DYRE AVENUE,11
66 FT WASHINGTON AVENUE,11
30 WEST  141 STREET,11
298 EAST  163 STREET,11
1154 BRYANT AVENUE,11
2459 SOUTHERN BOULEVARD,11
2510 TRATMAN AVENUE,11
89-21 153 STREET,11
3530 ROCHAMBEAU AVENUE,11
150 LINDEN STREET,11
34-12 32 STREET,11
1224 TINTON AVENUE,11
1158 INTERVALE AVENUE,11
117 EAST  118 STREET,11
2980 BRIGGS AVENUE,11
2544 VALENTINE AVENUE,11
179-23 146 DRIVE,11
1505 GRAND CONCOURSE,11
57 EAST   95 STREET,11
2194 BARNES AVENUE,11
754 EAST  221 STREET,11
983 METROPOLITAN AVENUE,11
617 COSTER STREET,11
466 ATKINS AVENUE,11
3880 BROADWAY,11
1708 SUMMERFIELD STREET,11
304 EAST  178 STREET,11
1434 OGDEN AVENUE,11
21-24 CRESCENT STREET,11
477 LENOX AVENUE,11
176 NAGLE AVENUE,11
1858 PUTNAM AVENUE,11
1600 SEDGWICK AVENUE,11
755 JACKSON AVENUE,11
2504 BRONX PARK EAST,11
350 CHAUNCEY STREET,11
930 HOME STREET,11
2434 PROSPECT AVENUE,11
2345 BROADWAY,11
1292 WASHINGTON AVENUE,11
590 WEST  204 STREET,11
1790 WEEKS AVENUE,11
761 BUSHWICK AVENUE,11
340 EAST   18 STREET,11
773 QUINCY STREET,11
15 WEST 139 STREET,11
2036 AMSTERDAM AVENUE,11
5102 14 AVENUE,11
127 ALLEN STREET,11
1036 PRESIDENT STREET,11
559 50 STREET,11
162 JEROME STREET,11
1791 NEW YORK AVENUE,11
89-19 32 AVENUE,11
207 MADISON STREET,11
2065 HAVILAND AVENUE,11
389 EAST  194 STREET,11
407 BEACH   20 STREET,11
1330 PROSPECT AVENUE,11
2300 OLINVILLE AVENUE,11
409 WEST  127 STREET,11
1055 COLLEGE AVENUE,11
18 IRVING AVENUE,11
40-26 BENHAM STREET,11
472 EAST 48 STREET,11
65 EAST  190 STREET,11
15 EVELYN PLACE,11
150 WEST  197 STREET,11
912 ELSMERE PLACE,11
305 EAST  166 STREET,11
2502 AVENUE D,11
189 EAST   18 STREET,11
454 BRADFORD STREET,11
4025 EDSON AVENUE,11
2076 CRESTON AVENUE,11
640 WEST  139 STREET,11
144 SEAMAN AVENUE,11
1819 WILLIAMSBRIDGE ROAD,11
1390 BOSTON ROAD,11
2616 AVENUE D,11
1255 STRATFORD AVENUE,11
2 EAST  167 STREET,11
1464 EAST GUN HILL ROAD,11
250 PARKVILLE AVENUE,11
3324 3 AVENUE,11
1566 STERLING PLACE,11
1 ELTON STREET,11
3511 HULL AVENUE,11
680 EAST  235 STREET,11
1718 PURDY STREET,11
116-18 120 STREET,11
67-09 BURNS STREET,11
68 EAST   19 STREET,11
620 EAST  178 STREET,11
407 EAST   69 STREET,11
149 ROGERS AVENUE,11
3204 3 AVENUE,11
433 SCHENECTADY AVENUE,11
230 WEST  150 STREET,11
900 HOE AVENUE,11
2031 BEDFORD AVENUE,11
975 WASHINGTON AVENUE,11
178-60 WEXFORD TERRACE,11
31 NORWOOD AVENUE,11
3515 ROCHAMBEAU AVENUE,11
754 MANIDA STREET,11
95 ANDERSON AVENUE,11
142 WEST   83 STREET,11
184-09 140 AVENUE,11
177-49 105 AVENUE,11
170 LENOX AVENUE,11
2101 BEDFORD AVENUE,11
840 GRAND CONCOURSE,11
96-18 JAMAICA AVENUE,11
706 MAC DONOUGH STREET,11
1711 MORRIS AVENUE,11
220 EAST   27 STREET,11
754 EAST  214 STREET,11
60 WEST 142 STREET,11
1558 EAST   19 STREET,11
230 MANHATTAN AVENUE,11
1038 WHITE PLAINS ROAD,11
427 DEAN STREET,11
750 PELHAM PARKWAY SOUTH,11
121 POST AVENUE,11
2300 5 AVENUE,11
120 EAST   19 STREET,11
92 ROCKAWAY PARKWAY,11
1634 EAST    2 STREET,11
679 OCEAN PARKWAY,11
1311 COLLEGE AVENUE,11
3550 HOLLAND AVENUE,11
679 MAGENTA STREET,11
250 CLARKSON AVENUE,11
165-17 65 AVENUE,11
238 MOTT STREET,11
2390 MORRIS AVENUE,11
142-03 HOOK CREEK BOULEVARD,11
4117 BROADWAY,11
512 WEST  136 STREET,11
616 EAST   21 STREET,11
975 WALTON AVENUE,11
1090 FLATBUSH AVENUE,11
2111 SOUTHERN BOULEVARD,11
2704 OCEAN AVENUE,11
1058 TELLER AVENUE,11
27 WEST  181 STREET,11
1202 SPOFFORD AVENUE,11
148 MARCUS GARVEY BOULEVARD,11
1680 EAST   22 STREET,11
4040 CARPENTER AVENUE,11
682 OCEAN AVENUE,11
522 WEST  161 STREET,11
3413 AVENUE H,11
787 EAST   46 STREET,11
245 SULLIVAN PLACE,11
147 BEACH   59 STREET,11
214 BEACH   96 STREET,11
2010 NEWKIRK AVENUE,11
128 WEST  116 STREET,11
4364 BYRON AVENUE,11
729 LAFAYETTE AVENUE,11
165 HANCOCK STREET,11
37-15 83 STREET,11
119-16 JAMAICA AVENUE,11
97 FT WASHINGTON AVENUE,11
838 EAST  224 STREET,11
1214 AVENUE I,11
1600 AVENUE T,11
1812 LACOMBE AVENUE,11
1455 TOWNSEND AVENUE,11
3405 NEPTUNE AVENUE,10
382 WADSWORTH AVENUE,10
1049 MONTGOMERY STREET,10
78 ELLWOOD STREET,10
277 QUINCY STREET,10
2246 OCEAN AVENUE,10
514 WEST  213 STREET,10
147-09 119 AVENUE,10
93A HARBOR LOOP,10
227 SULLIVAN PLACE,10
2833 DECATUR AVENUE,10
4272 VICTORY BOULEVARD,10
643 FRANKLIN AVENUE,10
3235 WHITE PLAINS ROAD,10
31-18 35 STREET,10
210 LEWIS AVENUE,10
101 DANIEL LOW TERRACE,10
4002 CARPENTER AVENUE,10
2776 PITKIN AVENUE,10
103 HAVEMEYER STREET,10
805 ST MARKS AVENUE,10
2044 BERGEN STREET,10
1235 MORRISON AVENUE,10
1017 EAST  217 STREET,10
233 WEST 115 STREET,10
236 MONTROSE AVENUE,10
670 ST MARKS AVENUE,10
2420 DAVIDSON AVENUE,10
160 HEBERTON AVENUE,10
11 BERRIMAN STREET,10
655 BURKE AVENUE,10
2650 MARION AVENUE,10
2809 FREDERICK DOUGLASS BOULEVARD,10
3890 SEDGWICK AVENUE,10
2760 CRESTON AVENUE,10
2011 MORRIS AVENUE,10
1705 DORCHESTER ROAD,10
18 FR CAPODANNO BOULEVARD,10
418 SUYDAM STREET,10
1016 EAST  174 STREET,10
2150 WALLACE AVENUE,10
550 WEST  160 STREET,10
178-36 WEXFORD TERRACE,10
2785 UNIVERSITY AVENUE,10
2025 HUGHES AVENUE,10
1274 BUSHWICK AVENUE,10
1933 UNION STREET,10
1048 FINDLAY AVENUE,10
1244 WESTCHESTER AVENUE,10
125 VERMILYEA AVENUE,10
163 EAST 115 STREET,10
22 GROVE STREET,10
145-16 34 AVENUE,10
164 WEST   75 STREET,10
51 BENNETT AVENUE,10
744 MILLER AVENUE,10
855 EAST  217 STREET,10
1553 BRYANT AVENUE,10
75-30 86 ROAD,10
94-46 85 ROAD,10
401 MACON STREET,10
2020 GRAND CONCOURSE,10
123 SCHENECTADY AVENUE,10
1560 PELHAM PARKWAY SOUTH,10
3433 GATES PLACE,10
79 BRISTOL STREET,10
825 MORRISON AVENUE,10
477 LOGAN STREET,10
1149 STRATFORD AVENUE,10
2986 MARION AVENUE,10
252 STOCKHOLM STREET,10
215 BUSH STREET,10
978 39 STREET,10
566 EAST  187 STREET,10
1199 NELSON AVENUE,10
103 WEST  183 STREET,10
575 80 STREET,10
37-33 LAWRENCE STREET,10
314 EAST  106 STREET,10
2108 RYER AVENUE,10
112 EAST  103 STREET,10
47-21 41 STREET,10
25 EAST  193 STREET,10
216 WEST  141 STREET,10
515 WEST 135 STREET,10
680 DECATUR STREET,10
1 TUDOR CITY PLACE,10
376 GREENE AVENUE,10
949 71 STREET,10
47 DELANCEY STREET,10
660 FT WASHINGTON AVENUE,10
183 BEACH  114 STREET,10
473 PENNSYLVANIA AVENUE,10
417 EAST  151 STREET,10
200 MARCY PLACE,10
1730 CARROLL STREET,10
148 WEST   14 STREET,10
462 GRANT AVENUE,10
1133 BOSTON ROAD,10
100 BELMONT PLACE,10
701 GATES AVENUE,10
1975 84 STREET,10
2766 SEDGWICK AVENUE,10
900 EAST  167 STREET,10
1025 LONGWOOD AVENUE,10
61-40 SAUNDERS STREET,10
4112 4 AVENUE,10
125 EAST   18 STREET,10
695 ST NICHOLAS AVENUE,10
236 EAST  165 STREET,10
112-22 37 AVENUE,10
23 EAST MOSHOLU PARKWAY NORTH,10
195 CLAREMONT AVENUE,10
251 ELDERT STREET,10
754 EAST   23 STREET,10
102 MARTIN LUTHER KING PLACE,10
21-28 NEWTOWN AVENUE,10
1115 HARDING PARK,10
86 HAVEN AVENUE,10
21-23 27 STREET,10
1419 SHAKESPEARE AVENUE,10
210 SHERMAN AVENUE,10
2541 AQUEDUCT AVENUE WEST,10
1142 COLLEGE AVENUE,10
327 43 STREET,10
166-11 17 ROAD,10
420 EAST   21 STREET,10
30-34 32 STREET,10
209 WADSWORTH AVENUE,10
48 OXFORD PLACE,10
3035 WALLACE AVENUE,10
33-34 77 STREET,10
928 KELLY STREET,10
108-24 71 AVENUE,10
611 WEST  158 STREET,10
1781 CLAY AVENUE,10
421 TOMPKINS AVENUE,10
2475 PALISADE AVENUE,10
1925 FULTON STREET,10
1081 TELLER AVENUE,10
40 RICHMAN PLAZA,10
132 WEST  129 STREET,10
1175 MORRIS AVENUE,10
3942 PAULDING AVENUE,10
80-25 PARSONS BOULEVARD,10
1315 EAST   89 STREET,10
267 FT WASHINGTON AVENUE,10
359 COURT STREET,10
2107 CROPSEY AVENUE,10
1098 ANDERSON AVENUE,10
2255 GLEASON AVENUE,10
1543 NOSTRAND AVENUE,10
85-75 DEXTER COURT,10
105 WILLIS AVENUE,10
11 MC KEEVER PLACE,10
490 NEW YORK AVENUE,10
162-20 89 AVENUE,10
849 BELMONT AVENUE,10
136 SEAMAN AVENUE,10
425 PROSPECT PLACE,10
347 LINCOLN ROAD,10
543 EAST  137 STREET,10
1035 GRAND CONCOURSE,10
183 ELDERT STREET,10
137-06 170 STREET,10
170 SOUNDVIEW AVENUE,10
1850 PHELAN PLACE,10
626 EAST  141 STREET,10
111 WEST  183 STREET,10
1771 FULTON AVENUE,10
114-05 170 STREET,10
220 MONTGOMERY STREET,10
77 HARRISON AVENUE,10
236 HOOKER PLACE,10
131 WEST  137 STREET,10
854 EAST NEW YORK AVENUE,10
98-40 57 AVENUE,10
2695 HEATH AVENUE,10
725 4 AVENUE,10
110 CALYER STREET,10
1330 AVENUE H,10
3813 18 AVENUE,10
101-06 43 AVENUE,10
1386 GREENE AVENUE,10
2328 DR M L KING JR BOULEVARD,10
897 CROTONA PARK NORTH,10
185 PARK HILL AVENUE,10
288 6 STREET,10
3573 DEKALB AVENUE,10
10-08 BAY   30 STREET,10
35-21 28 STREET,10
69 WEST  182 STREET,10
2002 GILDERSLEEVE AVENUE,10
10 OCEAN PARKWAY,10
15 WADSWORTH AVENUE,10
1097 GLENMORE AVENUE,10
288 MAPLE STREET,10
615 WEST  152 STREET,10
675 LINCOLN AVENUE,10
415 EAST   54 STREET,10
2911 BARNES AVENUE,10
3185 VILLA AVENUE,10
218 EAST   84 STREET,10
63-61 YELLOWSTONE BOULEVARD,10
2204 FULTON STREET,10
143 WEST  140 STREET,10
280 LONGSTREET AVENUE,10
946 BUSHWICK AVENUE,10
1851 ADAM C POWELL BOULEVARD,10
15 WOODRUFF AVENUE,10
1809 AMSTERDAM AVENUE,10
2285 SEDGWICK AVENUE,10
1444 BEACH AVENUE,10
185 EAST  162 STREET,10
765 EAST  175 STREET,10
1406 NOSTRAND AVENUE,10
437 MANHATTAN AVENUE,10
1119 LENOX ROAD,10
325 WADSWORTH AVENUE,10
2192 MORRIS AVENUE,10
2063 NOSTRAND AVENUE,10
1629 EAST   12 STREET,10
428 EAST   46 STREET,10
1184 CROMWELL AVENUE,10
102-08 184 STREET,10
108-07 MONTEREY STREET,10
232 SCHENECTADY AVENUE,10
95-24 147 PLACE,10
235 EAST  196 STREET,10
1704 GLENWOOD ROAD,10
2505 UNIVERSITY AVENUE,10
2143 AMSTERDAM AVENUE,10
523 WEST  138 STREET,10
86-25 VAN WYCK EXPRESSWAY,10
8415 4 AVENUE,10
856 EAST  213 STREET,10
1511 SHERIDAN AVENUE,10
135-14 HOR HARDING EXPRESSWAY SR SOUTH,10
742 ST NICHOLAS AVENUE,10
43 EAST   74 STREET,10
905 SARATOGA AVENUE,10
2030 WALTON AVENUE,10
1742 EAST  172 STREET,10
118 VERMILYEA AVENUE,10
1970 DR M L KING JR BOULEVARD,10
540 EAST   22 STREET,10
566 MORGAN AVENUE,10
1340 MERRIAM AVENUE,10
984 BRONX PARK SOUTH,10
27-34 14 STREET,10
401 EAST 21 STREET,9
971 EAST  230 STREET,9
41 WEST   89 STREET,9
701 HERKIMER STREET,9
304 EAST  183 STREET,9
9 SPRING STREET,9
1245 EASTERN PARKWAY,9
929 ST NICHOLAS AVENUE,9
1690 PRESIDENT STREET,9
2592 CRESTON AVENUE,9
1930 GRAND CONCOURSE,9
366 58 STREET,9
555 FT WASHINGTON AVENUE,9
405 WILLIAMS AVENUE,9
280 PARKHILL AVENUE,9
32-15 41 STREET,9
156 1 AVENUE,9
1785 POPHAM AVENUE,9
22 DONGAN PLACE,9
110 WYONA STREET,9
2126 COLONIAL AVENUE,9
1484 INWOOD AVENUE,9
921 ST MARKS AVENUE,9
37-13 65 STREET,9
1308 SOUTHERN BOULEVARD,9
108 ELLWOOD STREET,9
2380 RYER AVENUE,9
660 EAST   96 STREET,9
10 EAST   16 STREET,9
230 BEACH   32 STREET,9
1705 STANHOPE STREET,9
105 EAST   46 STREET,9
2995 MARION AVENUE,9
2144 BRONX PARK EAST,9
272 BUTTRICK AVENUE,9
21 EAST 21 STREET,9
15 BUTLER PLACE,9
48-50 37 STREET,9
410 WEST   46 STREET,9
93 EAST MOSHOLU PARKWAY NORTH,9
563 AMBOY STREET,9
518 WEST 139 STREET,9
1163 PRESIDENT STREET,9
52 HERKIMER PLACE,9
1055 OCEAN AVENUE,9
596 EAST    2 STREET,9
474 EAST 98 STREET,9
835 WALTON AVENUE,9
2308 HUGHES AVENUE,9
684 EAST  222 STREET,9
65 JESUP PLACE,9
411 MANHATTAN AVENUE,9
507 WEST 139 STREET,9
540 ROSEDALE AVENUE,9
292 SUTTER AVENUE,9
394 MONTGOMERY STREET,9
3039 BRIGHTON    4 STREET,9
561 WEST  169 STREET,9
250 WEST   72 STREET,9
2247 WEBSTER AVENUE,9
1801 DORCHESTER ROAD,9
536 EAST  168 STREET,9
1546 ST JOHNS PLACE,9
3300 PALMER AVENUE,9
2201 JEROME AVENUE,9
102-28 JAMAICA AVENUE,9
820 BOYNTON AVENUE,9
183 THOMPSON STREET,9
1618 BENSON STREET,9
742 NOSTRAND AVENUE,9
646 RUTLAND ROAD,9
106 ROCKAWAY AVENUE,9
3060 HULL AVENUE,9
90 DOWNING STREET,9
2185 AMSTERDAM AVENUE,9
290 ARLINGTON AVENUE,9
85 CLARKSON AVENUE,9
55 COOPER STREET,9
1484 CARROLL STREET,9
676 MILLER AVENUE,9
2190 BOLTON STREET,9
1871 EASTERN PARKWAY EXTENSION,9
572 HENRY STREET,9
713 SACKETT STREET,9
1727 2 AVENUE,9
20-30 ELK DRIVE,9
1314 STERLING PLACE,9
35-16 34 STREET,9
940 GRAND CONCOURSE,9
370 EAST   31 STREET,9
1668 PUTNAM AVENUE,9
299 ROCKAWAY PARKWAY,9
210 WEST  150 STREET,9
11-40 BAYPORT PLACE,9
1160 EVERGREEN AVENUE,9
685 EAST  225 STREET,9
317 100 STREET,9
368 ATKINS AVENUE,9
48-46 47 STREET,9
2355 SOUTHERN BOULEVARD,9
69 EAST   96 STREET,9
982 MYRTLE AVENUE,9
1798 ST JOHNS PLACE,9
1144 BERGEN STREET,9
820 JACKSON AVENUE,9
788 FOX STREET,9
133 SEAMAN AVENUE,9
514 WEST 213 STREET,9
930 PROSPECT PLACE,9
332 EAST   11 STREET,9
1694 WALTON AVENUE,9
1981 SEDGWICK AVENUE,9
1800 DAVIDSON AVENUE,9
143 LINDEN BOULEVARD,9
217 HAVEN AVENUE,9
2261 OCEAN AVENUE,9
25 WEST   24 STREET,9
1057 SHERIDAN AVENUE,9
1316 PACIFIC STREET,9
50 LINDEN BOULEVARD,9
951 HOE AVENUE,9
509 EAST    6 STREET,9
209 12 STREET,9
658 ASHFORD STREET,9
3155 GRAND CONCOURSE,9
3845 SEDGWICK AVENUE,9
1086 EAST   86 STREET,9
16 THOMAS PLACE,9
401 EAST 136 STREET,9
2002 AMSTERDAM AVENUE,9
1092 WILLMOHR STREET,9
121-12 199 STREET,9
244 WEST  122 STREET,9
1258 FLATBUSH AVENUE,9
2112 FLATBUSH AVENUE,9
20 WEST   70 STREET,9
470 EASTERN PARKWAY,9
621 EAST  161 STREET,9
2400 NOSTRAND AVENUE,9
1027 FAILE STREET,9
216 EAST   39 STREET,9
13 PRINCE STREET,9
98-50 67 AVENUE,9
23-53 31 ROAD,9
851 EAST 163 STREET,9
436 EVERGREEN AVENUE,9
1936 HENNESSY PLACE,9
565 CROWN STREET,9
138-49 BARCLAY AVENUE,9
304 LOGAN STREET,9
1446 EAST   98 STREET,9
233 SANDS STREET,9
254 BROOME STREET,9
1056 BOYNTON AVENUE,9
107-08 WALTHAM STREET,9
2438 DEVOE TERRACE,9
364 93 STREET,9
32-23 35 STREET,9
2526 VALENTINE AVENUE,9
124-11 JAMAICA AVENUE,9
116 LENOX ROAD,9
1871 GATES AVENUE,9
353 LINDEN BOULEVARD,9
298 ST JOHNS PLACE,9
2160 WALTON AVENUE,9
1460 MACOMBS ROAD,9
1427 TAYLOR AVENUE,9
2333 EAST    2 STREET,9
1111 GERARD AVENUE,9
745 NEREID AVENUE,9
1506 OCEAN AVENUE,9
2818 FOSTER AVENUE,9
106 RIVINGTON STREET,9
51 LOTT AVENUE,9
1648 OCEAN PARKWAY,9
1261 CENTRAL AVENUE,9
2754 GRAND CONCOURSE,9
410 EAST 13 STREET,9
1925 MONTEREY AVENUE,9
592 EAST   22 STREET,9
862 UNION STREET,9
365 LINCOLN PLACE,9
377 EAST 153 STREET,9
4646 PARK AVENUE,9
399 KOSCIUSZKO STREET,9
2201 DAVIDSON AVENUE,9
144-16 230 STREET,9
2815 COYLE STREET,9
1589 PRESIDENT STREET,9
1827 ADAM C POWELL BOULEVARD,9
3343 DECATUR AVENUE,9
29 RUTGERS STREET,9
293 VERMONT STREET,9
615 GATES AVENUE,9
600 CONCORD AVENUE,9
117-33 135 STREET,9
2030 RYER AVENUE,9
370 STUYVESANT AVENUE,9
1420 WOOD ROAD,9
43-22 40 STREET,9
42-37 HAMPTON STREET,9
288 BROOME STREET,9
1444 BOSTON ROAD,9
1090 DR M L KING JR BOULEVARD,9
232-04 88 AVENUE,9
140-65 BEECH AVENUE,9
1563 METROPOLITAN AVENUE,9
244 FRANKLIN AVENUE,9
335 EAST  148 STREET,9
2316 WALLACE AVENUE,9
2440 EAST   29 STREET,9
1304 COLLEGE AVENUE,9
1858 HAIGHT AVENUE,9
105-40 62 ROAD,9
1730 MONTGOMERY AVENUE,9
1024 MONTGOMERY STREET,9
1721 MELVILLE STREET,9
356 62 STREET,9
1134 BLAKE AVENUE,9
533 BEACH   43 STREET,9
1760 ANDREWS AVENUE SOUTH,9
1443 TAYLOR AVENUE,9
175 EAST  151 STREET,9
1555 EAST   12 STREET,9
948 EAST  179 STREET,9
529 WEST  138 STREET,9
23-15 97 STREET,9
206 SCHOLES STREET,9
1602 AVENUE I,9
315 EAST  196 STREET,9
319 EAST   90 STREET,9
119 HESTER STREET,9
280 GRAFTON STREET,9
15 NORTH BURGHER AVENUE,9
42 CHRISTOPHER AVENUE,9
139 WEST   28 STREET,9
430 EAST  162 STREET,9
875 MORRISON AVENUE,9
87-15 37 AVENUE,9
338 SOUTH    3 STREET,9
820 EAST   10 STREET,9
3038 HOLLAND AVENUE,9
2935 OCEAN PARKWAY,9
170-06 88 AVENUE,9
1400 GRAND CONCOURSE,9
1310 SHERIDAN AVENUE,9
951 42 STREET,9
259 KINGSLAND AVENUE,9
815 GREENE AVENUE,9
730 PROSPECT AVENUE,9
1525 WEST   12 STREET,9
175 HAWTHORNE STREET,9
2516 BEDFORD AVENUE,9
83-60 118 STREET,9
84-50 AUSTIN STREET,9
771 EAST  185 STREET,9
507 WOODWARD AVENUE,9
2200 ADAMS PLACE,9
209 UNDERHILL AVENUE,9
2610 GLENWOOD ROAD,9
953 POST AVENUE,9
2970 BAINBRIDGE AVENUE,9
501 WEST  214 STREET,9
524 WEST  173 STREET,9
565 OSBORN STREET,9
675 EAST  233 STREET,9
41-22 CASE STREET,9
